,name,Generation,Color,Number_Of_SIM,item_price,item_brand_name
2352,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2353,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2354,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2355,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2356,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2357,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2358,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2359,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2360,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2361,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2362,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2363,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2364,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2365,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2366,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2367,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2368,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2369,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2370,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2371,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2372,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2373,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2374,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2375,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2376,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2377,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2378,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2379,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2380,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2381,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2382,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2383,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2384,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2385,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2386,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2387,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2388,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2389,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2390,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2391,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2392,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2393,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2394,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2395,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2396,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2397,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2398,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2399,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2400,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2401,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2402,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2403,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2404,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2405,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2406,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2407,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2408,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2409,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2410,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2411,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2412,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2413,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2414,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2415,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2416,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2417,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2418,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2419,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2420,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2421,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2422,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2423,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2424,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2425,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2426,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2427,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2428,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2429,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2430,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2431,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2432,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2433,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2434,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2435,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2436,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2437,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2438,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2439,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2440,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2441,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2442,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2443,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2444,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2445,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2446,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2447,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2448,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2449,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2450,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2451,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2452,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2453,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2454,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2455,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2456,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2457,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2458,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2459,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2460,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2461,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2462,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2463,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2464,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2465,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2466,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2467,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2468,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2469,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2470,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2471,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2472,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2473,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2474,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2475,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2476,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2477,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2478,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2479,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2480,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2481,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2482,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2483,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2484,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2485,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2486,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2487,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2488,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2489,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2490,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2491,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2492,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2493,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2494,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2495,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2496,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2497,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2498,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2499,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2500,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2501,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2502,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2503,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2504,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2505,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2506,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2507,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2508,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2509,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2510,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2511,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2512,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2513,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2514,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2515,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2516,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2517,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2518,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2519,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2520,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2521,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2522,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2523,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2524,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2525,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2526,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2527,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2528,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2529,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2530,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2531,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2532,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2533,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2534,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2535,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2536,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2537,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2538,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2539,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2540,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2541,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2542,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2543,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2544,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2545,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2546,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2547,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2548,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2549,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2550,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2551,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2552,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2553,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2554,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2555,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2556,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2557,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2558,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2559,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2560,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2561,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2562,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2563,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2564,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2565,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2566,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2567,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2568,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2569,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2570,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2571,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2572,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2573,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2574,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2575,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2576,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2577,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2578,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2579,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2580,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2581,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2582,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2583,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2584,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2585,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2586,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2587,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2588,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2589,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2590,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2591,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2592,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2593,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2594,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2595,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2596,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2597,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2598,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2599,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
