,name,Generation,Color,Number_Of_SIM,item_price,item_brand_name
2104,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2105,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2106,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2107,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2108,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2109,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2110,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2111,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2112,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2113,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2114,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2115,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2116,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2117,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2118,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2119,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2120,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2121,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2122,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2123,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2124,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2125,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2126,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2127,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2128,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2129,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2130,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2131,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2132,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2133,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2134,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2135,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2136,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2137,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2138,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2139,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2140,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2141,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2142,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2143,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2144,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2145,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2146,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2147,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2148,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2149,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2150,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2151,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2152,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2153,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2154,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2155,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2156,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2157,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2158,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2159,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2160,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2161,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2162,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2163,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2164,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2165,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2166,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2167,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2168,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2169,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2170,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2171,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2172,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2173,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2174,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2175,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2176,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2177,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2178,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2179,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2180,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2181,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2182,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2183,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2184,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2185,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2186,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2187,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2188,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2189,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2190,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2191,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2192,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2193,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2194,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2195,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2196,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2197,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2198,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2199,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2200,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2201,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2202,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2203,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2204,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2205,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2206,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2207,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2208,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2209,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2210,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2211,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2212,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2213,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2214,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2215,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2216,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2217,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2218,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2219,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2220,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2221,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2222,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2223,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2224,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2225,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2226,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2227,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2228,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2229,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2230,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2231,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2232,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2233,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2234,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2235,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2236,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2237,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2238,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2239,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2240,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2241,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2242,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2243,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2244,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2245,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2246,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2247,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2248,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2249,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2250,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2251,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2252,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2253,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2254,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2255,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2256,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2257,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2258,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2259,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2260,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2261,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2262,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2263,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2264,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2265,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2266,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2267,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2268,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2269,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2270,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2271,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2272,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2273,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2274,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2275,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2276,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2277,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2278,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2279,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2280,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2281,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2282,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2283,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2284,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2285,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2286,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2287,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2288,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2289,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2290,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2291,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
2292,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
2293,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
2294,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
2295,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
2296,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
2297,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
2298,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
2299,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
2300,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
2301,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
2302,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
2303,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
2304,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
2305,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
2306,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
2307,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
2308,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
2309,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
2310,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
2311,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
2312,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
2313,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
2314,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
2315,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
2316,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
2317,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
2318,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
2319,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
2320,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
2321,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
2322,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
2323,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
2324,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
2325,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
2326,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
2327,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
2328,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
2329,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
2330,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
2331,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
2332,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
2333,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
2334,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
2335,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
2336,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
2337,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
2338,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
2339,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
2340,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
2341,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2342,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
2343,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
2344,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
2345,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
2346,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
2347,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2348,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
2349,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
2350,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
2351,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
